Frequency (Hz)	Level (dB)
464.721680	-72.918915
465.087891	-73.967094
465.454102	-72.748322
465.820312	-71.910065
466.186523	-72.986183
466.552734	-72.769226
466.918945	-72.443077
467.285156	-71.260040
467.651367	-70.807083
468.017578	-71.399864
468.383789	-70.547768
468.750000	-70.721603
469.116211	-72.012276
469.482422	-72.143875
469.848633	-71.042099
470.214844	-70.264664
470.581055	-70.576340
470.947266	-69.312607
471.313477	-69.778549
471.679688	-70.495903
472.045898	-70.909622
472.412109	-70.294716
472.778320	-70.464760
473.144531	-70.375763
473.510742	-70.841286
473.876953	-69.348312
474.243164	-67.496384
474.609375	-67.675644
474.975586	-68.660599
475.341797	-69.947556
475.708008	-70.278702
476.074219	-70.737045
476.440430	-69.889297
476.806641	-69.620018
477.172852	-69.727699
477.539062	-70.655807
477.905273	-68.455109
478.271484	-67.176170
478.637695	-68.612572
479.003906	-68.832840
479.370117	-68.448074
479.736328	-70.467667
480.102539	-71.421028
480.468750	-72.075775
480.834961	-70.619247
481.201172	-69.546730
481.567383	-71.331177
481.933594	-69.569351
482.299805	-68.286888
482.666016	-68.589684
483.032227	-68.539551
483.398438	-69.055649
483.764648	-71.228363
484.130859	-73.223145
484.497070	-73.761932
484.863281	-73.146484
485.229492	-71.713104
485.595703	-72.888252
485.961914	-71.951424
486.328125	-70.868881
486.694336	-67.381348
487.060547	-67.093399
487.426758	-68.341354
487.792969	-70.258072
488.159180	-71.913239
488.525391	-72.159546
488.891602	-72.034142
489.257812	-72.083199
489.624023	-72.182274
489.990234	-71.713852
490.356445	-69.602646
490.722656	-66.406578
491.088867	-67.582733
491.455078	-68.150108
491.821289	-66.741066
492.187500	-67.958321
492.553711	-70.949364
492.919922	-70.748428
493.286133	-71.157669
493.652344	-70.930321
494.018555	-70.143883
494.384766	-69.679993
494.750977	-70.512909
495.117188	-71.180321
495.483398	-70.713852
495.849609	-69.777527
496.215820	-70.603096
496.582031	-71.626526
496.948242	-71.096672
497.314453	-72.343201
497.680664	-71.806671
498.046875	-70.643753
498.413086	-70.424278
498.779297	-71.054924
499.145508	-71.863144
499.511719	-71.775497
499.877930	-71.029350
500.244141	-70.821228
500.610352	-70.718758
500.976562	-70.903336
501.342773	-71.082214
501.708984	-71.011414
502.075195	-70.084572
502.441406	-70.434021
502.807617	-71.041496
503.173828	-69.250671
503.540039	-69.667999
503.906250	-69.748985
504.272461	-68.646675
504.638672	-68.241158
505.004883	-68.823036
505.371094	-70.286774
505.737305	-70.716049
506.103516	-70.551506
506.469727	-69.242889
506.835938	-69.076965
507.202148	-71.112404
507.568359	-73.209236
507.934570	-71.616928
508.300781	-67.976891
508.666992	-68.347527
509.033203	-70.433594
509.399414	-71.153168
509.765625	-71.231949
510.131836	-69.935478
510.498047	-68.024979
510.864258	-68.892387
511.230469	-71.490273
511.596680	-72.011627
511.962891	-71.390724
512.329102	-69.717606
512.695312	-71.284973
513.061523	-70.978386
513.427734	-70.393814
513.793945	-71.165344
514.160156	-71.571632
514.526367	-69.800056
514.892578	-69.934128
515.258789	-68.309669
515.625000	-68.284859
515.991211	-70.999641
516.357422	-72.387665
516.723633	-70.231903
517.089844	-68.340446
517.456055	-68.796890
517.822266	-70.166649
518.188477	-70.233025
518.554688	-69.976112
518.920898	-68.109718
519.287109	-67.077553
519.653320	-69.104698
520.019531	-71.440407
520.385742	-71.674179
520.751953	-69.460808
521.118164	-70.825623
521.484375	-72.135506
521.850586	-71.413361
522.216797	-71.539612
522.583008	-73.631348
522.949219	-70.294144
523.315430	-68.588234
523.681641	-70.064240
524.047852	-68.839027
524.414062	-68.339081
524.780273	-69.736458
525.146484	-72.207230
525.512695	-73.791809
525.878906	-70.528305
526.245117	-70.736313
526.611328	-71.968498
526.977539	-69.494415
527.343750	-68.935341
527.709961	-67.982178
528.076172	-67.227791
528.442383	-68.170975
528.808594	-71.307236
529.174805	-71.458420
529.541016	-72.101822
529.907227	-71.037498
530.273438	-70.216721
530.639648	-72.680359
531.005859	-71.159180
531.372070	-69.656685
531.738281	-68.491707
532.104492	-69.000053
532.470703	-69.882591
532.836914	-69.548920
533.203125	-70.818359
533.569336	-71.916428
533.935547	-71.731209
534.301758	-69.767395
534.667969	-70.467430
535.034180	-71.859558
535.400391	-69.415977
535.766602	-69.572945
536.132812	-70.798996
536.499023	-70.451401
536.865234	-69.594521
537.231445	-70.784424
537.597656	-71.119476
537.963867	-69.526489
538.330078	-70.583267
538.696289	-71.689087
539.062500	-71.763176
539.428711	-70.983574
539.794922	-69.731834
540.161133	-69.187859
540.527344	-69.094887
540.893555	-68.458511
541.259766	-68.981552
541.625977	-69.149521
541.992188	-68.970734
542.358398	-68.762306
542.724609	-67.917549
543.090820	-68.805862
543.457031	-67.875862
543.823242	-67.756966
544.189453	-68.410233
544.555664	-67.098045
544.921875	-69.089867
545.288086	-71.477127
545.654297	-70.333214
546.020508	-69.797134
546.386719	-69.317024
546.752930	-70.110451
547.119141	-71.810509
547.485352	-70.855431
547.851562	-70.014519
548.217773	-70.756104
548.583984	-70.830154
548.950195	-69.634819
549.316406	-69.244888
549.682617	-70.862526
550.048828	-71.002052
550.415039	-70.819191
550.781250	-70.807739
551.147461	-71.452225
551.513672	-71.921776
551.879883	-71.776840
552.246094	-71.752884
552.612305	-71.337868
552.978516	-71.468887
553.344727	-71.695564
553.710938	-70.971313
554.077148	-71.816589
554.443359	-72.076546
554.809570	-72.670441
555.175781	-71.957268
555.541992	-71.456444
555.908203	-71.909958
556.274414	-72.189140
556.640625	-71.713654
557.006836	-71.521240
557.373047	-71.472313
557.739258	-71.937584
558.105469	-72.688156
558.471680	-71.373756
558.837891	-71.452904
559.204102	-72.136513
559.570312	-72.084229
559.936523	-71.669907
560.302734	-70.553680
560.668945	-70.037071
561.035156	-70.116203
561.401367	-69.949928
561.767578	-69.857079
562.133789	-70.444633
562.500000	-70.709007
562.866211	-70.669899
563.232422	-70.633865
563.598633	-70.066818
563.964844	-70.673851
564.331055	-71.486824
564.697266	-71.262321
565.063477	-71.529091
565.429688	-71.706268
565.795898	-72.122482
566.162109	-72.036255
566.528320	-72.129509
566.894531	-72.053947
567.260742	-73.137199
567.626953	-72.926971
567.993164	-73.008713
568.359375	-72.928726
568.725586	-72.784691
569.091797	-72.861153
569.458008	-72.542084
569.824219	-73.202995
570.190430	-74.406044
570.556641	-74.764481
570.922852	-74.007538
571.289062	-74.906975
571.655273	-73.872215
572.021484	-73.841705
572.387695	-73.754761
572.753906	-74.058830
573.120117	-74.499931
573.486328	-75.523285
573.852539	-75.581223
574.218750	-74.512894
574.584961	-73.400925
574.951172	-74.991165
575.317383	-74.670303
575.683594	-74.321907
576.049805	-74.487297
576.416016	-74.507042
576.782227	-73.324799
577.148438	-73.233513
577.514648	-74.240112
577.880859	-73.640030
578.247070	-73.010437
578.613281	-73.783508
578.979492	-75.123192
579.345703	-74.934059
579.711914	-74.386436
580.078125	-73.280281
580.444336	-71.464638
580.810547	-71.631027
581.176758	-72.975014
581.542969	-73.376549
581.909180	-72.965782
582.275391	-73.795677
582.641602	-73.853043
583.007812	-73.547249
583.374023	-72.845497
583.740234	-73.189110
584.106445	-70.949913
584.472656	-71.031036
584.838867	-72.953255
585.205078	-72.973152
585.571289	-72.495018
585.937500	-71.323288
586.303711	-72.181221
586.669922	-74.758118
587.036133	-75.134216
587.402344	-73.387436
587.768555	-70.911850
588.134766	-70.874855
588.500977	-71.563057
588.867188	-72.149345
589.233398	-71.186470
589.599609	-68.735466
589.965820	-69.137543
590.332031	-70.139862
590.698242	-71.796997
591.064453	-72.956429
591.430664	-70.960205
591.796875	-71.636124
592.163086	-70.920029
592.529297	-71.220818
592.895508	-71.918510
593.261719	-72.495728
593.627930	-73.643486
593.994141	-72.759178
594.360352	-70.312164
594.726562	-69.044556
595.092773	-69.278984
595.458984	-71.717987
595.825195	-73.355286
596.191406	-74.085136
596.557617	-72.977943
596.923828	-69.791161
597.290039	-71.015625
597.656250	-71.690735
598.022461	-70.351181
598.388672	-72.847740
598.754883	-73.852844
599.121094	-73.938332
599.487305	-73.611649
599.853516	-72.771454
600.219727	-70.645676
600.585938	-70.271202
600.952148	-70.793221
601.318359	-70.867744
601.684570	-70.003136
602.050781	-70.124336
602.416992	-71.978043
602.783203	-71.312103
603.149414	-70.791069
603.515625	-70.524361
603.881836	-68.668419
604.248047	-68.060631
604.614258	-68.532677
604.980469	-68.127182
605.346680	-68.396652
605.712891	-67.051590
606.079102	-67.056503
606.445312	-66.668739
606.811523	-66.111595
607.177734	-66.036156
607.543945	-66.061569
607.910156	-66.319481
608.276367	-66.536377
608.642578	-66.435997
609.008789	-66.156509
609.375000	-66.386566
609.741211	-67.933540
610.107422	-67.331383
610.473633	-67.992561
610.839844	-68.724312
611.206055	-67.772293
611.572266	-67.773918
611.938477	-68.585983
612.304688	-68.713509
612.670898	-68.818901
613.037109	-68.484970
613.403320	-67.317802
613.769531	-68.041611
614.135742	-67.748756
614.501953	-67.192551
614.868164	-66.742203
615.234375	-67.969307
615.600586	-68.605576
615.966797	-69.650810
616.333008	-71.168083
616.699219	-70.142647
617.065430	-69.994461
617.431641	-70.242302
617.797852	-70.980698
618.164062	-71.054390
618.530273	-70.157509
618.896484	-70.918320
619.262695	-70.562500
619.628906	-69.367043
619.995117	-69.033081
620.361328	-68.235008
620.727539	-67.995712
621.093750	-68.517776
621.459961	-68.456261
621.826172	-68.617630
622.192383	-67.769867
622.558594	-68.384399
622.924805	-68.510307
623.291016	-69.265266
623.657227	-69.228661
624.023438	-68.203003
624.389648	-68.816544
624.755859	-68.042656
625.122070	-67.811058
625.488281	-68.566628
625.854492	-68.278236
626.220703	-69.159836
626.586914	-69.154541
626.953125	-67.434311
627.319336	-66.290947
627.685547	-66.955757
628.051758	-67.621124
628.417969	-67.474815
628.784180	-66.769905
629.150391	-66.937721
629.516602	-65.997566
629.882812	-65.513878
630.249023	-65.488838
630.615234	-64.871346
630.981445	-64.752251
631.347656	-66.580711
631.713867	-65.881050
632.080078	-65.292267
632.446289	-64.203339
632.812500	-63.169453
633.178711	-63.533039
633.544922	-64.377426
633.911133	-64.986046
634.277344	-63.099739
634.643555	-62.277603
635.009766	-63.611656
635.375977	-63.603828
635.742188	-66.194305
636.108398	-66.141434
636.474609	-65.165901
636.840820	-64.208740
637.207031	-64.285545
637.573242	-65.729080
637.939453	-66.300171
638.305664	-65.735237
638.671875	-66.685181
639.038086	-66.806396
639.404297	-64.904778
639.770508	-64.629021
640.136719	-64.112808
640.502930	-64.257088
640.869141	-64.974724
641.235352	-65.408417
641.601562	-65.606361
641.967773	-65.455803
642.333984	-66.044479
642.700195	-66.993401
643.066406	-66.991394
643.432617	-68.103455
643.798828	-67.362656
644.165039	-67.865891
644.531250	-68.133347
644.897461	-70.104256
645.263672	-70.414162
645.629883	-71.305145
645.996094	-71.662544
646.362305	-71.813179
646.728516	-71.274277
647.094727	-69.413727
647.460938	-71.181984
647.827148	-72.183273
648.193359	-74.053055
648.559570	-74.069969
648.925781	-75.238754
649.291992	-76.526016
649.658203	-77.093201
650.024414	-73.904198
650.390625	-72.914696
650.756836	-72.988205
651.123047	-72.536263
651.489258	-75.512329
651.855469	-77.481773
652.221680	-76.735779
652.587891	-75.395782
652.954102	-75.972664
653.320312	-75.318108
653.686523	-75.189621
654.052734	-74.349297
654.418945	-74.052605
654.785156	-76.051109
655.151367	-76.543602
655.517578	-75.224991
655.883789	-75.244087
656.250000	-74.897758
656.616211	-74.888466
656.982422	-75.414230
657.348633	-76.631241
657.714844	-76.108398
658.081055	-76.000969
658.447266	-75.855141
658.813477	-74.962326
659.179688	-74.723297
659.545898	-75.333878
659.912109	-76.220901
660.278320	-77.021454
660.644531	-76.363472
661.010742	-74.993576
661.376953	-74.256981
661.743164	-73.765892
662.109375	-74.655617
662.475586	-74.491356
662.841797	-74.857002
663.208008	-74.701820
663.574219	-74.011536
663.940430	-73.942230
664.306641	-73.684547
664.672852	-72.998955
665.039062	-73.432739
665.405273	-73.842728
665.771484	-73.862762
666.137695	-74.461967
666.503906	-75.045616
666.870117	-74.244087
667.236328	-74.148941
667.602539	-75.066185
667.968750	-75.284706
668.334961	-75.080551
668.701172	-74.347794
669.067383	-74.442307
669.433594	-74.366028
669.799805	-72.064789
670.166016	-71.917435
670.532227	-71.645264
670.898438	-71.174957
671.264648	-71.963959
671.630859	-72.338707
671.997070	-72.413658
672.363281	-72.126549
672.729492	-72.177711
673.095703	-72.270622
673.461914	-72.715729
673.828125	-72.602432
674.194336	-72.230492
674.560547	-72.980125
674.926758	-73.223969
675.292969	-74.279503
675.659180	-73.993774
676.025391	-73.344635
676.391602	-74.152641
676.757812	-73.730690
677.124023	-74.799072
677.490234	-75.858063
677.856445	-73.758690
678.222656	-75.326622
678.588867	-75.009743
678.955078	-74.535126
679.321289	-75.578865
679.687500	-75.345734
680.053711	-76.047005
680.419922	-76.653831
680.786133	-75.570755
681.152344	-75.118179
681.518555	-74.817467
681.884766	-74.680443
682.250977	-76.116959
682.617188	-76.324753
682.983398	-75.315147
683.349609	-75.228394
683.715820	-75.355896
684.082031	-75.124825
684.448242	-76.321609
684.814453	-75.914467
685.180664	-75.388023
685.546875	-74.864113
685.913086	-74.822258
686.279297	-74.943016
686.645508	-74.267509
687.011719	-74.147888
687.377930	-73.838951
687.744141	-74.063728
688.110352	-74.412224
688.476562	-74.667076
688.842773	-75.443756
689.208984	-75.388924
689.575195	-74.406334
689.941406	-73.063156
690.307617	-73.164955
690.673828	-73.454147
691.040039	-73.716484
691.406250	-74.072212
691.772461	-72.845253
692.138672	-73.001099
692.504883	-73.557495
692.871094	-72.380386
693.237305	-72.069923
693.603516	-71.433189
693.969727	-71.259331
694.335938	-71.154564
694.702148	-71.024086
695.068359	-71.913452
695.434570	-71.956078
695.800781	-72.283005
696.166992	-72.225639
696.533203	-71.719910
696.899414	-70.244476
697.265625	-70.148262
697.631836	-70.605698
697.998047	-71.703201
698.364258	-72.979752
698.730469	-72.950577
699.096680	-72.408012
699.462891	-72.157593
699.829102	-71.739471
700.195312	-72.418983
700.561523	-72.809235
700.927734	-72.759544
701.293945	-73.102554
701.660156	-72.245720
702.026367	-72.789299
702.392578	-72.904999
702.758789	-73.910988
703.125000	-73.940689
703.491211	-74.018509
703.857422	-74.443985
704.223633	-74.826683
704.589844	-73.675934
704.956055	-73.989876
705.322266	-75.168610
705.688477	-76.087036
706.054688	-75.695824
706.420898	-72.948524
706.787109	-73.546036
707.153320	-73.502441
707.519531	-74.875267
707.885742	-75.083015
708.251953	-75.012230
708.618164	-76.266121
708.984375	-75.594864
709.350586	-72.795219
709.716797	-72.022461
710.083008	-71.782516
710.449219	-72.668419
710.815430	-74.689186
711.181641	-75.049149
711.547852	-74.367012
711.914062	-74.679985
712.280273	-75.376579
712.646484	-74.728302
713.012695	-72.393791
713.378906	-72.327400
713.745117	-72.715897
714.111328	-73.012451
714.477539	-75.903160
714.843750	-78.011261
715.209961	-76.368813
715.576172	-74.785309
715.942383	-75.248268
716.308594	-77.222946
716.674805	-74.495430
717.041016	-71.797386
717.407227	-73.019127
717.773438	-74.643684
718.139648	-76.240181
718.505859	-75.910484
718.872070	-75.396713
719.238281	-75.535400
719.604492	-75.538979
719.970703	-74.875206
720.336914	-74.497391
720.703125	-73.665115
721.069336	-74.394516
721.435547	-76.659401
721.801758	-77.110054
722.167969	-76.273018
722.534180	-76.239319
722.900391	-76.567390
723.266602	-77.392189
723.632812	-77.257339
723.999023	-76.714630
724.365234	-76.942070
724.731445	-78.699394
725.097656	-79.521088
725.463867	-79.195961
725.830078	-77.937187
726.196289	-77.239243
726.562500	-77.158386
726.928711	-77.022255
727.294922	-75.771133
727.661133	-76.470360
728.027344	-76.773720
728.393555	-77.081520
728.759766	-76.354469
729.125977	-75.580246
729.492188	-73.732727
729.858398	-73.583473
730.224609	-73.185440
730.590820	-74.018066
730.957031	-72.666084
731.323242	-71.424477
731.689453	-70.912102
732.055664	-71.676727
732.421875	-72.338646
732.788086	-71.341576
733.154297	-70.059013
733.520508	-69.904655
733.886719	-71.164566
734.252930	-70.464653
734.619141	-69.002434
734.985352	-69.355904
735.351562	-70.699120
735.717773	-71.296814
736.083984	-69.957642
736.450195	-67.576744
736.816406	-67.898781
737.182617	-69.875214
737.548828	-70.355751
737.915039	-70.482430
738.281250	-69.338615
738.647461	-69.363319
739.013672	-70.916985
739.379883	-71.898346
739.746094	-71.073090
740.112305	-72.116005
740.478516	-72.033279
740.844727	-72.520569
741.210938	-73.633698
741.577148	-73.863708
741.943359	-74.561638
742.309570	-74.263512
742.675781	-73.033562
743.041992	-73.509583
743.408203	-73.534737
743.774414	-72.137383
744.140625	-72.229820
744.506836	-73.541573
744.873047	-73.584755
745.239258	-73.131409
745.605469	-73.182899
745.971680	-72.468674
746.337891	-72.000900
746.704102	-73.017807
747.070312	-72.008545
747.436523	-71.499443
747.802734	-71.717094
748.168945	-73.802940
748.535156	-73.581711
748.901367	-72.136513
749.267578	-71.692291
749.633789	-71.997650
750.000000	-72.018181
750.366211	-73.292709
750.732422	-73.988647
751.098633	-72.534950
751.464844	-73.279961
751.831055	-74.466354
752.197266	-74.801872
752.563477	-73.573547
752.929688	-72.944572
753.295898	-72.141747
753.662109	-73.199661
